1.6912 	WARNING 	pyo audio lib was requested but not loaded: dlopen(/Applications/PsychoPy2.app/Contents/Resources/lib/python2.7/lib-dynload/_pyo.so, 2): Library not loaded: @executable_path/../Frameworks/liblo.7.dylib
87.9145 	EXP 	rightBox: autoDraw = False
87.9145 	EXP 	leftBox: autoDraw = False
87.9145 	EXP 	leftHighlight: autoDraw = False
87.9145 	EXP 	rightHighlight: autoDraw = False
87.9145 	EXP 	leftAnswerText: autoDraw = False
87.9145 	EXP 	rightAnswerText: autoDraw = False
87.9145 	EXP 	L_condition: autoDraw = False
87.9145 	EXP 	R_condition: autoDraw = False
87.9148 	EXP 	window1: recordFrameIntervals = False
87.9311 	EXP 	fixationITIcross: autoDraw = True
87.9312 	EXP 	window1: recordFrameIntervals = False
95.0271 	DATA 	Keypress: equal
95.0307 	DATA 	Keypress: equal
95.0340 	DATA 	Keypress: equal
95.0366 	DATA 	Keypress: equal
95.2478 	EXP 	New trial (rep=0, index=3): {'blockId': 1, 'sd1': 0, 'sd2': 4.0, 'stimOnset': 48.676838704105066, 'choiceDuration': 2, 'leftColor': 5, 'itiDuration': 5.3044817629484138, 'mu1': 12.0, 'leftAnswer': 12.0, 'trialId': 4, 'condition': u'SR', 'itiOffset': 59.420563285614712, 'mu2': 5.0, 'rightColor': 6, 'subjectId': u'uep001', 'feedbackDuration': 1, 'runId': 5, 'isiDuration': 2.4392428185612278, 'rightAnswer': 12.0}
95.2790 	EXP 	fixationITIcross: autoDraw = False
95.2790 	EXP 	rightBox: autoDraw = False
95.2790 	EXP 	leftBox: autoDraw = False
95.2790 	EXP 	leftHighlight: autoDraw = False
95.2790 	EXP 	rightHighlight: autoDraw = False
95.2790 	EXP 	leftAnswerText: autoDraw = False
95.2790 	EXP 	rightAnswerText: autoDraw = False
95.2790 	EXP 	L_condition: autoDraw = False
95.2790 	EXP 	R_condition: autoDraw = False
95.2790 	EXP 	fixationITIcross: autoDraw = False
95.2790 	EXP 	leftHighlight: opacity = 0.0
95.2790 	EXP 	rightHighlight: opacity = 0.0
95.2790 	EXP 	leftAnswerText: opacity = 0.0
95.2790 	EXP 	rightAnswerText: opacity = 0.0
95.2790 	EXP 	leftAnswerText: text = '12'
95.2790 	EXP 	rightAnswerText: text = '12'
95.2790 	EXP 	fixationITIcross: color = 'white (named)'
95.2790 	EXP 	leftBox: fillColor = (0.33999999999999997, 0.43879999999999986, 0.86)
95.2790 	EXP 	rightBox: fillColor = (0.63119999999999976, 0.33999999999999997, 0.86)
95.2790 	EXP 	L_condition: text = u'S'
95.2790 	EXP 	R_condition: text = u'R'
95.2790 	EXP 	rightBox: autoDraw = True
95.2790 	EXP 	leftBox: autoDraw = True
95.2790 	EXP 	leftHighlight: autoDraw = True
95.2790 	EXP 	rightHighlight: autoDraw = True
95.2790 	EXP 	L_condition: autoDraw = True
95.2790 	EXP 	R_condition: autoDraw = True
95.6325 	DATA 	Keypress: 1
95.6560 	EXP 	window1: recordFrameIntervals = False
95.6788 	EXP 	leftHighlight: opacity = 1
95.6788 	EXP 	leftAnswerText: text = u'12'
95.6788 	EXP 	rightAnswerText: text = u'12'
95.6789 	EXP 	window1: recordFrameIntervals = False
97.9008 	DATA 	Keypress: equal
98.1448 	EXP 	leftAnswerText: opacity = 1
98.1448 	EXP 	leftAnswerText: text = u'12'
98.1448 	EXP 	rightAnswerText: text = u'12'
98.1448 	EXP 	leftAnswerText: autoDraw = True
98.1448 	EXP 	rightAnswerText: autoDraw = True
98.5815 	DATA 	Keypress: equal
99.0449 	EXP 	window1: recordFrameIntervals = False
99.0613 	EXP 	rightBox: autoDraw = False
99.0613 	EXP 	leftBox: autoDraw = False
99.0613 	EXP 	leftHighlight: autoDraw = False
99.0613 	EXP 	rightHighlight: autoDraw = False
99.0613 	EXP 	leftAnswerText: autoDraw = False
99.0613 	EXP 	rightAnswerText: autoDraw = False
99.0613 	EXP 	L_condition: autoDraw = False
99.0613 	EXP 	R_condition: autoDraw = False
99.0613 	EXP 	fixationITIcross: autoDraw = True
99.0614 	EXP 	window1: recordFrameIntervals = False
105.7677 	DATA 	Keypress: equal
105.7714 	DATA 	Keypress: equal
105.7747 	DATA 	Keypress: equal
105.9784 	EXP 	New trial (rep=0, index=4): {'blockId': 1, 'sd1': 0, 'sd2': 4.0, 'stimOnset': 59.420563285614712, 'choiceDuration': 2, 'leftColor': 5, 'itiDuration': 5.5571777824630191, 'mu1': 12.0, 'leftAnswer': 12.0, 'trialId': 5, 'condition': u'SR', 'itiOffset': 70.234308672067073, 'mu2': 5.0, 'rightColor': 6, 'subjectId': u'uep001', 'feedbackDuration': 1, 'runId': 5, 'isiDuration': 2.2565676039893505, 'rightAnswer': 6.0}
106.0092 	EXP 	fixationITIcross: autoDraw = False
106.0092 	EXP 	rightBox: autoDraw = False
106.0092 	EXP 	leftBox: autoDraw = False
106.0092 	EXP 	leftHighlight: autoDraw = False
106.0092 	EXP 	rightHighlight: autoDraw = False
106.0092 	EXP 	leftAnswerText: autoDraw = False
106.0092 	EXP 	rightAnswerText: autoDraw = False
106.0092 	EXP 	L_condition: autoDraw = False
106.0092 	EXP 	R_condition: autoDraw = False
106.0092 	EXP 	fixationITIcross: autoDraw = False
106.0092 	EXP 	leftHighlight: opacity = 0.0
106.0092 	EXP 	rightHighlight: opacity = 0.0
106.0092 	EXP 	leftAnswerText: opacity = 0.0
106.0092 	EXP 	rightAnswerText: opacity = 0.0
106.0092 	EXP 	leftAnswerText: text = '12'
106.0092 	EXP 	rightAnswerText: text = '6'
106.0092 	EXP 	fixationITIcross: color = 'white (named)'
106.0092 	EXP 	leftBox: fillColor = (0.33999999999999997, 0.43879999999999986, 0.86)
106.0092 	EXP 	rightBox: fillColor = (0.63119999999999976, 0.33999999999999997, 0.86)
106.0092 	EXP 	L_condition: text = u'S'
106.0092 	EXP 	R_condition: text = u'R'
106.0092 	EXP 	rightBox: autoDraw = True
106.0092 	EXP 	leftBox: autoDraw = True
106.0092 	EXP 	leftHighlight: autoDraw = True
106.0092 	EXP 	rightHighlight: autoDraw = True
106.0092 	EXP 	L_condition: autoDraw = True
106.0092 	EXP 	R_condition: autoDraw = True
106.5127 	DATA 	Keypress: 1
106.5362 	EXP 	window1: recordFrameIntervals = False
106.5590 	EXP 	leftHighlight: opacity = 1
106.5590 	EXP 	leftAnswerText: text = u'12'
106.5590 	EXP 	rightAnswerText: text = u'6'
106.5591 	EXP 	window1: recordFrameIntervals = False
108.5980 	DATA 	Keypress: equal
108.6021 	DATA 	Keypress: equal
108.8413 	EXP 	leftAnswerText: opacity = 1
108.8413 	EXP 	leftAnswerText: text = u'12'
108.8413 	EXP 	rightAnswerText: text = u'6'
108.8413 	EXP 	leftAnswerText: autoDraw = True
108.8413 	EXP 	rightAnswerText: autoDraw = True
109.7417 	EXP 	window1: recordFrameIntervals = False
109.7581 	EXP 	rightBox: autoDraw = False
109.7581 	EXP 	leftBox: autoDraw = False
109.7581 	EXP 	leftHighlight: autoDraw = False
109.7581 	EXP 	rightHighlight: autoDraw = False
109.7581 	EXP 	leftAnswerText: autoDraw = False
109.7581 	EXP 	rightAnswerText: autoDraw = False
109.7581 	EXP 	L_condition: autoDraw = False
109.7581 	EXP 	R_condition: autoDraw = False
109.7581 	EXP 	fixationITIcross: autoDraw = True
109.7583 	EXP 	window1: recordFrameIntervals = False
116.5807 	DATA 	Keypress: equal
116.5848 	DATA 	Keypress: equal
116.5887 	DATA 	Keypress: equal
116.5923 	DATA 	Keypress: equal
116.7920 	EXP 	New trial (rep=0, index=5): {'blockId': 1, 'sd1': 0, 'sd2': 4.0, 'stimOnset': 70.234308672067073, 'choiceDuration': 2, 'leftColor': 5, 'itiDuration': 5.8499853046714518, 'mu1': 12.0, 'leftAnswer': 12.0, 'trialId': 6, 'condition': u'SR', 'itiOffset': 81.959932572800341, 'mu2': 5.0, 'rightColor': 6, 'subjectId': u'uep001', 'feedbackDuration': 1, 'runId': 5, 'isiDuration': 2.8756385960618309, 'rightAnswer': 6.0}
116.8228 	EXP 	fixationITIcross: autoDraw = False
116.8228 	EXP 	rightBox: autoDraw = False
116.8228 	EXP 	leftBox: autoDraw = False
116.8228 	EXP 	leftHighlight: autoDraw = False
116.8228 	EXP 	rightHighlight: autoDraw = False
116.8228 	EXP 	leftAnswerText: autoDraw = False
116.8228 	EXP 	rightAnswerText: autoDraw = False
116.8228 	EXP 	L_condition: autoDraw = False
116.8228 	EXP 	R_condition: autoDraw = False
116.8228 	EXP 	fixationITIcross: autoDraw = False
116.8228 	EXP 	leftHighlight: opacity = 0.0
