1.2641 	WARNING 	pyo audio lib was requested but not loaded: dlopen(/Applications/PsychoPy2.app/Contents/Resources/lib/python2.7/lib-dynload/_pyo.so, 2): Library not loaded: @executable_path/../Frameworks/liblo.7.dylib
108.8680 	EXP 	New trial (rep=0, index=3): {'blockId': 1, 'sd1': 0, 'sd2': 4.0, 'stimOnset': 49.17870272335206, 'choiceDuration': 2, 'leftColor': 3, 'itiDuration': 3.2478445932064157, 'mu1': 0.0, 'leftAnswer': 0.0, 'trialId': 4, 'condition': u'SR', 'itiOffset': 58.361453665224012, 'mu2': 0.0, 'rightColor': 1, 'subjectId': u'uepP001', 'feedbackDuration': 1, 'runId': 1, 'isiDuration': 2.9349063486655256, 'rightAnswer': 1.0}
108.8980 	EXP 	fixationITIcross: autoDraw = False
108.8980 	EXP 	rightBox: autoDraw = False
108.8980 	EXP 	leftBox: autoDraw = False
108.8980 	EXP 	leftHighlight: autoDraw = False
108.8980 	EXP 	rightHighlight: autoDraw = False
108.8980 	EXP 	leftAnswerText: autoDraw = False
108.8980 	EXP 	rightAnswerText: autoDraw = False
108.8980 	EXP 	L_condition: autoDraw = False
108.8980 	EXP 	R_condition: autoDraw = False
108.8980 	EXP 	fixationITIcross: autoDraw = False
108.8980 	EXP 	leftHighlight: opacity = 0.0
108.8980 	EXP 	rightHighlight: opacity = 0.0
108.8980 	EXP 	leftAnswerText: opacity = 0.0
108.8980 	EXP 	rightAnswerText: opacity = 0.0
108.8980 	EXP 	leftAnswerText: text = '0'
108.8980 	EXP 	rightAnswerText: text = '1'
108.8980 	EXP 	fixationITIcross: color = 'white (named)'
108.8980 	EXP 	leftBox: fillColor = (0.33999999999999997, 0.86, 0.50120000000000009)
108.8980 	EXP 	rightBox: fillColor = (0.86, 0.7612000000000001, 0.33999999999999997)
108.8980 	EXP 	L_condition: text = u'S'
108.8980 	EXP 	R_condition: text = u'R'
108.8980 	EXP 	rightBox: autoDraw = True
108.8980 	EXP 	leftBox: autoDraw = True
108.8980 	EXP 	leftHighlight: autoDraw = True
108.8980 	EXP 	rightHighlight: autoDraw = True
108.8980 	EXP 	L_condition: autoDraw = True
108.8980 	EXP 	R_condition: autoDraw = True
109.3349 	DATA 	Keypress: 2
109.3584 	EXP 	window1: recordFrameIntervals = False
109.3814 	EXP 	rightHighlight: opacity = 1
109.3814 	EXP 	leftAnswerText: text = u'0'
109.3814 	EXP 	rightAnswerText: text = u'1'
109.3815 	EXP 	window1: recordFrameIntervals = False
112.3486 	EXP 	rightAnswerText: opacity = 1
112.3486 	EXP 	leftAnswerText: text = u'0'
112.3486 	EXP 	rightAnswerText: text = u'1'
112.3486 	EXP 	leftAnswerText: autoDraw = True
112.3486 	EXP 	rightAnswerText: autoDraw = True
113.2486 	EXP 	rightBox: autoDraw = False
113.2486 	EXP 	leftBox: autoDraw = False
113.2486 	EXP 	leftHighlight: autoDraw = False
113.2486 	EXP 	rightHighlight: autoDraw = False
113.2486 	EXP 	leftAnswerText: autoDraw = False
113.2486 	EXP 	rightAnswerText: autoDraw = False
113.2486 	EXP 	L_condition: autoDraw = False
113.2486 	EXP 	R_condition: autoDraw = False
113.2489 	EXP 	window1: recordFrameIntervals = False
113.2654 	EXP 	fixationITIcross: autoDraw = True
113.2655 	EXP 	window1: recordFrameIntervals = False
118.0356 	EXP 	New trial (rep=0, index=4): {'blockId': 1, 'sd1': 0, 'sd2': 4.0, 'stimOnset': 58.361453665224012, 'choiceDuration': 2, 'leftColor': 3, 'itiDuration': 3.9215778092262696, 'mu1': 0.0, 'leftAnswer': 0.0, 'trialId': 5, 'condition': u'SR', 'itiOffset': 68.851292477681568, 'mu2': 0.0, 'rightColor': 1, 'subjectId': u'uepP001', 'feedbackDuration': 1, 'runId': 1, 'isiDuration': 3.5682610032313016, 'rightAnswer': 2.0}
118.0661 	EXP 	fixationITIcross: autoDraw = False
118.0661 	EXP 	rightBox: autoDraw = False
118.0661 	EXP 	leftBox: autoDraw = False
118.0661 	EXP 	leftHighlight: autoDraw = False
118.0661 	EXP 	rightHighlight: autoDraw = False
118.0661 	EXP 	leftAnswerText: autoDraw = False
118.0661 	EXP 	rightAnswerText: autoDraw = False
118.0661 	EXP 	L_condition: autoDraw = False
118.0661 	EXP 	R_condition: autoDraw = False
118.0661 	EXP 	fixationITIcross: autoDraw = False
118.0661 	EXP 	leftHighlight: opacity = 0.0
118.0661 	EXP 	rightHighlight: opacity = 0.0
118.0661 	EXP 	leftAnswerText: opacity = 0.0
118.0661 	EXP 	rightAnswerText: opacity = 0.0
118.0661 	EXP 	leftAnswerText: text = '0'
118.0661 	EXP 	rightAnswerText: text = '2'
118.0661 	EXP 	fixationITIcross: color = 'white (named)'
118.0661 	EXP 	leftBox: fillColor = (0.33999999999999997, 0.86, 0.50120000000000009)
118.0661 	EXP 	rightBox: fillColor = (0.86, 0.7612000000000001, 0.33999999999999997)
118.0661 	EXP 	L_condition: text = u'S'
118.0661 	EXP 	R_condition: text = u'R'
118.0661 	EXP 	rightBox: autoDraw = True
118.0661 	EXP 	leftBox: autoDraw = True
118.0661 	EXP 	leftHighlight: autoDraw = True
118.0661 	EXP 	rightHighlight: autoDraw = True
118.0661 	EXP 	L_condition: autoDraw = True
118.0661 	EXP 	R_condition: autoDraw = True
118.4529 	DATA 	Keypress: 1
118.4775 	EXP 	window1: recordFrameIntervals = False
118.4994 	EXP 	leftHighlight: opacity = 1
118.4994 	EXP 	leftAnswerText: text = u'0'
118.4994 	EXP 	rightAnswerText: text = u'2'
118.4995 	EXP 	window1: recordFrameIntervals = False
122.0999 	EXP 	leftAnswerText: opacity = 1
122.0999 	EXP 	leftAnswerText: text = u'0'
122.0999 	EXP 	rightAnswerText: text = u'2'
122.0999 	EXP 	leftAnswerText: autoDraw = True
122.0999 	EXP 	rightAnswerText: autoDraw = True
123.0000 	EXP 	rightBox: autoDraw = False
123.0000 	EXP 	leftBox: autoDraw = False
123.0000 	EXP 	leftHighlight: autoDraw = False
123.0000 	EXP 	rightHighlight: autoDraw = False
123.0000 	EXP 	leftAnswerText: autoDraw = False
123.0000 	EXP 	rightAnswerText: autoDraw = False
123.0000 	EXP 	L_condition: autoDraw = False
123.0000 	EXP 	R_condition: autoDraw = False
123.0003 	EXP 	window1: recordFrameIntervals = False
123.0152 	EXP 	fixationITIcross: autoDraw = True
123.0154 	EXP 	window1: recordFrameIntervals = False
128.5374 	EXP 	New trial (rep=0, index=5): {'blockId': 1, 'sd1': 0, 'sd2': 4.0, 'stimOnset': 68.851292477681568, 'choiceDuration': 2, 'leftColor': 3, 'itiDuration': 4.6891416794892624, 'mu1': 0.0, 'leftAnswer': 0.0, 'trialId': 6, 'condition': u'SR', 'itiOffset': 79.877104717725118, 'mu2': 0.0, 'rightColor': 1, 'subjectId': u'uepP001', 'feedbackDuration': 1, 'runId': 1, 'isiDuration': 3.336670560554301, 'rightAnswer': 3.0}
128.5676 	EXP 	fixationITIcross: autoDraw = False
128.5676 	EXP 	rightBox: autoDraw = False
128.5676 	EXP 	leftBox: autoDraw = False
128.5676 	EXP 	leftHighlight: autoDraw = False
128.5676 	EXP 	rightHighlight: autoDraw = False
128.5676 	EXP 	leftAnswerText: autoDraw = False
128.5676 	EXP 	rightAnswerText: autoDraw = False
128.5676 	EXP 	L_condition: autoDraw = False
128.5676 	EXP 	R_condition: autoDraw = False
128.5676 	EXP 	fixationITIcross: autoDraw = False
128.5676 	EXP 	leftHighlight: opacity = 0.0
128.5676 	EXP 	rightHighlight: opacity = 0.0
128.5676 	EXP 	leftAnswerText: opacity = 0.0
128.5676 	EXP 	rightAnswerText: opacity = 0.0
128.5676 	EXP 	leftAnswerText: text = '0'
128.5676 	EXP 	rightAnswerText: text = '3'
128.5676 	EXP 	fixationITIcross: color = 'white (named)'
128.5676 	EXP 	leftBox: fillColor = (0.33999999999999997, 0.86, 0.50120000000000009)
128.5676 	EXP 	rightBox: fillColor = (0.86, 0.7612000000000001, 0.33999999999999997)
128.5676 	EXP 	L_condition: text = u'S'
128.5676 	EXP 	R_condition: text = u'R'
128.5676 	EXP 	rightBox: autoDraw = True
128.5676 	EXP 	leftBox: autoDraw = True
128.5676 	EXP 	leftHighlight: autoDraw = True
128.5676 	EXP 	rightHighlight: autoDraw = True
128.5676 	EXP 	L_condition: autoDraw = True
128.5676 	EXP 	R_condition: autoDraw = True
128.7875 	DATA 	Keypress: 2
128.8108 	EXP 	window1: recordFrameIntervals = False
128.8342 	EXP 	rightHighlight: opacity = 1
128.8342 	EXP 	leftAnswerText: text = u'0'
128.8342 	EXP 	rightAnswerText: text = u'3'
128.8343 	EXP 	window1: recordFrameIntervals = False
132.2013 	EXP 	rightAnswerText: opacity = 1
132.2013 	EXP 	leftAnswerText: text = u'0'
132.2013 	EXP 	rightAnswerText: text = u'3'
132.2013 	EXP 	leftAnswerText: autoDraw = True
132.2013 	EXP 	rightAnswerText: autoDraw = True
133.1014 	EXP 	rightBox: autoDraw = False
