1.3039 	WARNING 	pyo audio lib was requested but not loaded: dlopen(/Applications/PsychoPy2.app/Contents/Resources/lib/python2.7/lib-dynload/_pyo.so, 2): Library not loaded: @executable_path/../Frameworks/liblo.7.dylib
639.8723 	EXP 	rightAnswerText: autoDraw = True
640.7719 	EXP 	rightBox: autoDraw = False
640.7719 	EXP 	leftBox: autoDraw = False
640.7719 	EXP 	leftHighlight: autoDraw = False
640.7719 	EXP 	rightHighlight: autoDraw = False
640.7719 	EXP 	leftAnswerText: autoDraw = False
640.7719 	EXP 	rightAnswerText: autoDraw = False
640.7719 	EXP 	L_condition: autoDraw = False
640.7719 	EXP 	R_condition: autoDraw = False
640.7722 	EXP 	window1: recordFrameIntervals = False
640.7883 	EXP 	fixationITIcross: autoDraw = True
640.7885 	EXP 	window1: recordFrameIntervals = False
647.9709 	DATA 	Keypress: equal
647.9745 	DATA 	Keypress: equal
647.9775 	DATA 	Keypress: equal
647.9802 	DATA 	Keypress: equal
648.1890 	EXP 	New trial (rep=0, index=3): {'blockId': 1, 'sd1': 4.0, 'sd2': 0, 'stimOnset': 48.972520423142072, 'choiceDuration': 2, 'leftColor': 7, 'itiDuration': 5.7467972267229221, 'mu1': -14.0, 'leftAnswer': -15.0, 'trialId': 4, 'condition': u'RS', 'itiOffset': 59.948470273302917, 'mu2': -7.0, 'rightColor': 5, 'subjectId': u'uep001', 'feedbackDuration': 1, 'runId': 1, 'isiDuration': 2.2291526234379244, 'rightAnswer': -7.0}
648.2198 	EXP 	fixationITIcross: autoDraw = False
648.2198 	EXP 	rightBox: autoDraw = False
648.2198 	EXP 	leftBox: autoDraw = False
648.2198 	EXP 	leftHighlight: autoDraw = False
648.2198 	EXP 	rightHighlight: autoDraw = False
648.2198 	EXP 	leftAnswerText: autoDraw = False
648.2198 	EXP 	rightAnswerText: autoDraw = False
648.2198 	EXP 	L_condition: autoDraw = False
648.2198 	EXP 	R_condition: autoDraw = False
648.2198 	EXP 	fixationITIcross: autoDraw = False
648.2198 	EXP 	leftHighlight: opacity = 0.0
648.2198 	EXP 	rightHighlight: opacity = 0.0
648.2198 	EXP 	leftAnswerText: opacity = 0.0
648.2198 	EXP 	rightAnswerText: opacity = 0.0
648.2198 	EXP 	leftAnswerText: text = '-15'
648.2198 	EXP 	rightAnswerText: text = '-7'
648.2198 	EXP 	fixationITIcross: color = 'white (named)'
648.2198 	EXP 	leftBox: fillColor = (0.86, 0.33999999999999997, 0.69879999999999964)
648.2198 	EXP 	rightBox: fillColor = (0.33999999999999997, 0.43879999999999986, 0.86)
648.2198 	EXP 	L_condition: text = u'R'
648.2198 	EXP 	R_condition: text = u'S'
648.2198 	EXP 	rightBox: autoDraw = True
648.2198 	EXP 	leftBox: autoDraw = True
648.2198 	EXP 	leftHighlight: autoDraw = True
648.2198 	EXP 	rightHighlight: autoDraw = True
648.2198 	EXP 	L_condition: autoDraw = True
648.2198 	EXP 	R_condition: autoDraw = True
648.6900 	DATA 	Keypress: 1
648.7134 	EXP 	window1: recordFrameIntervals = False
648.7361 	EXP 	leftHighlight: opacity = 1
648.7361 	EXP 	leftAnswerText: text = u'-15'
648.7361 	EXP 	rightAnswerText: text = u'-7'
648.7363 	EXP 	window1: recordFrameIntervals = False
650.7480 	DATA 	Keypress: equal
650.9688 	EXP 	leftAnswerText: opacity = 1
650.9688 	EXP 	leftAnswerText: text = u'-15'
650.9688 	EXP 	rightAnswerText: text = u'-7'
650.9688 	EXP 	leftAnswerText: autoDraw = True
650.9688 	EXP 	rightAnswerText: autoDraw = True
651.2392 	DATA 	Keypress: equal
651.9004 	EXP 	rightBox: autoDraw = False
651.9004 	EXP 	leftBox: autoDraw = False
651.9004 	EXP 	leftHighlight: autoDraw = False
651.9004 	EXP 	rightHighlight: autoDraw = False
651.9004 	EXP 	leftAnswerText: autoDraw = False
651.9004 	EXP 	rightAnswerText: autoDraw = False
651.9004 	EXP 	L_condition: autoDraw = False
651.9004 	EXP 	R_condition: autoDraw = False
651.9007 	EXP 	window1: recordFrameIntervals = False
651.9185 	EXP 	fixationITIcross: autoDraw = True
651.9186 	EXP 	window1: recordFrameIntervals = False
658.9509 	DATA 	Keypress: equal
658.9547 	DATA 	Keypress: equal
658.9580 	DATA 	Keypress: equal
659.1693 	EXP 	New trial (rep=0, index=4): {'blockId': 1, 'sd1': 4.0, 'sd2': 0, 'stimOnset': 59.948470273302917, 'choiceDuration': 2, 'leftColor': 7, 'itiDuration': 6.1580922374525215, 'mu1': -14.0, 'leftAnswer': -15.0, 'trialId': 5, 'condition': u'RS', 'itiOffset': 70.301840383081881, 'mu2': -7.0, 'rightColor': 5, 'subjectId': u'uep001', 'feedbackDuration': 1, 'runId': 1, 'isiDuration': 1.1952778723264448, 'rightAnswer': -7.0}
659.2000 	EXP 	fixationITIcross: autoDraw = False
659.2000 	EXP 	rightBox: autoDraw = False
659.2000 	EXP 	leftBox: autoDraw = False
659.2000 	EXP 	leftHighlight: autoDraw = False
659.2000 	EXP 	rightHighlight: autoDraw = False
659.2000 	EXP 	leftAnswerText: autoDraw = False
659.2000 	EXP 	rightAnswerText: autoDraw = False
659.2000 	EXP 	L_condition: autoDraw = False
659.2000 	EXP 	R_condition: autoDraw = False
659.2000 	EXP 	fixationITIcross: autoDraw = False
659.2000 	EXP 	leftHighlight: opacity = 0.0
659.2000 	EXP 	rightHighlight: opacity = 0.0
659.2000 	EXP 	leftAnswerText: opacity = 0.0
659.2000 	EXP 	rightAnswerText: opacity = 0.0
659.2000 	EXP 	leftAnswerText: text = '-15'
659.2000 	EXP 	rightAnswerText: text = '-7'
659.2000 	EXP 	fixationITIcross: color = 'white (named)'
659.2000 	EXP 	leftBox: fillColor = (0.86, 0.33999999999999997, 0.69879999999999964)
659.2000 	EXP 	rightBox: fillColor = (0.33999999999999997, 0.43879999999999986, 0.86)
659.2000 	EXP 	L_condition: text = u'R'
659.2000 	EXP 	R_condition: text = u'S'
659.2000 	EXP 	rightBox: autoDraw = True
659.2000 	EXP 	leftBox: autoDraw = True
659.2000 	EXP 	leftHighlight: autoDraw = True
659.2000 	EXP 	rightHighlight: autoDraw = True
659.2000 	EXP 	L_condition: autoDraw = True
659.2000 	EXP 	R_condition: autoDraw = True
659.2370 	DATA 	Keypress: equal
659.7201 	DATA 	Keypress: 1
659.7457 	EXP 	window1: recordFrameIntervals = False
659.7665 	EXP 	leftHighlight: opacity = 1
659.7665 	EXP 	leftAnswerText: text = u'-15'
659.7665 	EXP 	rightAnswerText: text = u'-7'
659.7667 	EXP 	window1: recordFrameIntervals = False
660.9830 	EXP 	leftAnswerText: opacity = 1
660.9830 	EXP 	leftAnswerText: text = u'-15'
660.9830 	EXP 	rightAnswerText: text = u'-7'
660.9830 	EXP 	leftAnswerText: autoDraw = True
660.9830 	EXP 	rightAnswerText: autoDraw = True
661.2366 	DATA 	Keypress: equal
661.8993 	EXP 	rightBox: autoDraw = False
661.8993 	EXP 	leftBox: autoDraw = False
661.8993 	EXP 	leftHighlight: autoDraw = False
661.8993 	EXP 	rightHighlight: autoDraw = False
661.8993 	EXP 	leftAnswerText: autoDraw = False
661.8993 	EXP 	rightAnswerText: autoDraw = False
661.8993 	EXP 	L_condition: autoDraw = False
661.8993 	EXP 	R_condition: autoDraw = False
661.8995 	EXP 	window1: recordFrameIntervals = False
661.9159 	EXP 	fixationITIcross: autoDraw = True
661.9162 	EXP 	window1: recordFrameIntervals = False
669.3064 	DATA 	Keypress: equal
669.3100 	DATA 	Keypress: equal
669.3129 	DATA 	Keypress: equal
669.3157 	DATA 	Keypress: equal
669.5162 	EXP 	New trial (rep=0, index=5): {'blockId': 1, 'sd1': 4.0, 'sd2': 0, 'stimOnset': 70.301840383081881, 'choiceDuration': 2, 'leftColor': 7, 'itiDuration': 5.2734213444798366, 'mu1': -14.0, 'leftAnswer': -21.0, 'trialId': 6, 'condition': u'RS', 'itiOffset': 81.108502636222411, 'mu2': -7.0, 'rightColor': 5, 'subjectId': u'uep001', 'feedbackDuration': 1, 'runId': 1, 'isiDuration': 2.5332409086606686, 'rightAnswer': -7.0}
669.5455 	EXP 	fixationITIcross: autoDraw = False
669.5455 	EXP 	rightBox: autoDraw = False
669.5455 	EXP 	leftBox: autoDraw = False
669.5455 	EXP 	leftHighlight: autoDraw = False
669.5455 	EXP 	rightHighlight: autoDraw = False
669.5455 	EXP 	leftAnswerText: autoDraw = False
669.5455 	EXP 	rightAnswerText: autoDraw = False
669.5455 	EXP 	L_condition: autoDraw = False
669.5455 	EXP 	R_condition: autoDraw = False
669.5455 	EXP 	fixationITIcross: autoDraw = False
